"tweet_id","type","probability","text"
1331819758908444673,"Place",0.9314,"Alberta"
1331790931142471680,"Place",0.7238,"Edmonton"
1331790931142471680,"Place",0.9314,"Alberta"
1331786387482357760,"Person",0.8253,"Rogers Sugar"
1331786387482357760,"Place",0.4232,"Covid"
1331786387482357760,"Place",0.9844,"Quebec"
1331781304845701120,"Place",0.7224,"Edmonton"
1331781304845701120,"Place",0.9248,"Alberta"
1331779740282347524,"Place",0.8372,"Alberta"
1331770920583766017,"Place",0.6026,"Edmonton"
1331770920583766017,"Place",0.5062,"Alberta"
1331763771157716992,"Place",0.7224,"Edmonton"
1331763771157716992,"Place",0.9248,"Alberta"
1331743414522507264,"Organization",0.4605,"Fiiber"
1331736434592550917,"Place",0.5584,"Calgary Petroleum Club"
1331732904557219841,"Place",0.7857,"Alberta"
1331732904557219841,"Person",0.9442,"Rachel Notley"
1331720791214342146,"Place",0.9825,"Alberta"
1331714871184932864,"Place",0.4606,"Calgary"
1331674355491868676,"Place",0.8221,"Alberta"
1331674355491868676,"Organization",0.7596,"NDP"
1331674354967515137,"Place",0.8221,"Alberta"
1331674354967515137,"Organization",0.7596,"NDP"
1331656611044208644,"Place",0.4172,"Alberta"
1331652341641056259,"Place",0.4542,"Alberta"
1331652341641056259,"Person",0.6446,"Kenney"
1331647264176091137,"Person",0.9968,"Mike Parker"
1331647264176091137,"Person",0.9152,"Kenney"
1331647264176091137,"Person",0.9586,"Parker"
1331647264176091137,"Person",0.4954,"Kenney"
1331639437462159360,"Place",0.9195,"Alberta"
1331639437462159360,"Organization",0.4481,"UCP"
1331637101612462084,"Place",0.9731,"Alberta"
1331624510676553731,"Place",0.8738,"Alberta"
1331613151641493505,"Organization",0.3433,"Covid"
1331613151641493505,"Place",0.9874,"Alberta"
1331613151641493505,"Place",0.7931,"Alberta"
1331613151641493505,"Place",0.9269,"Manitoba"
1331589418134724611,"Place",0.9771,"Newfoundland"
1331477940790386688,"Person",0.9892,"Rachel Notley"
1331477940790386688,"Place",0.6443,"Alberta"
1331470365483278337,"Organization",0.502,"Nova Scotia"
1331440497986998272,"Organization",0.2595,"Covid"
1331440497986998272,"Other",0.608,"Mind Your Own Fucking Business"
1331427239448039427,"Organization",0.3255,"Covid"
1331427239448039427,"Place",0.9922,"Alberta"
1331426702094856198,"Place",0.9643,"Edmonton"
1331419919804555264,"Place",0.9954,"Vietnam"
1331419919804555264,"Place",0.5085,"Vietnam"
1331419363883196417,"Place",0.9825,"Vietnam"
1331419363883196417,"Place",0.5182,"Vietnam"
1331408842727583769,"Organization",0.2898,"Canadian Federation of Independent Business"
1331408842727583769,"Place",0.5468,"Alberta"
1331408776155414528,"Place",0.8907,"Alberta"
1331405800976179200,"Place",0.9936,"China"
1331405800976179200,"Place",0.9718,"China"
1331405800976179200,"Place",0.9779,"China"
1331405800976179200,"Place",0.4679,"Alberta"
1331404426611888131,"Organization",0.5102,"MORGUES-R-US"
1331404426611888131,"Place",0.9817,"Alberta"
1331404426611888131,"Place",0.8338,"Alberta"
1331404426611888131,"Place",0.9324,"Alberta"
1331391703576547328,"Place",0.6843,"ALBERTA"
1331390584007790593,"Person",0.5568,"Covid"
1331383783757529088,"Place",0.9839,"Alberta"
1331359451052433410,"Place",0.5288,"Alberta"
1331338611879534599,"Place",0.988,"Quebec"
1331320086397906946,"Place",0.5895,"Nova Scotia"
1331320086397906946,"Product",0.5719,"gmail"
1331303853229178880,"Person",0.5792,"Shandro"
1331303853229178880,"Person",0.805,"Hinshaw"
1331303853229178880,"Organization",0.5209,"Edmonton Journal"
1331301783755395072,"Place",0.6419,"Alberta"
1331301275242139650,"Other",0.9416,"Xmas"
1331299976018763779,"Other",0.9418,"Xmas"
1331299881894309888,"Other",0.9418,"Xmas"
1331299523327447040,"Other",0.9416,"Xmas"
1331299322323824640,"Other",0.9416,"Xmas"
1331299260457906176,"Other",0.9418,"Xmas"
1331298747268022272,"Other",0.954,"Xmas"
1331298635540168705,"Other",0.9538,"Xmas"
1331298346498203650,"Place",0.5547,"Calgary"
1331298095246700545,"Other",0.9538,"Xmas"
1331294782040072192,"Place",0.8465,"Alberta"
1331286634764046341,"Place",0.6988,"Montreal"
1331260353284628480,"Person",0.6242,"Kenney"
1331260353284628480,"Place",0.4903,"Alberta"
1331233711472381956,"Organization",0.6392,"Calgary Mayor Naheed Nenshi"
1331229993553170434,"Place",0.7123,"Alberta"
1331131998807629825,"Person",0.7798,"Kenney"
1331131998807629825,"Person",0.8164,"Hinshaw"
1331126113804849152,"Person",0.3414,"Covid"
1331126113804849152,"Place",0.8301,"Alberta"
1331116414153990145,"Organization",0.6559,"NDP"
1331116414153990145,"Place",0.9914,"Alberta"
1331069452864139265,"Place",0.5359,"Calgary"
1331053406895607810,"Person",0.9885,"Gil Tucker"
1331033743331508224,"Organization",0.5335,"COVID"
1331033743331508224,"Place",0.8691,"Montreal"
1331030867125309442,"Organization",0.4544,"Alberta Doctors"
1331030867125309442,"Organization",0.7431,"Alberta Government"
1331024495201591302,"Place",0.7837,"Alberta"
1331015418451025920,"Organization",0.5095,"COVID"
1331015418451025920,"Place",0.864,"Montreal"
1331011084883353602,"Organization",0.7009,"UCP"
1331001351636099072,"Place",0.9893,"Alberta"
1330989297021972482,"Place",0.5641,"Nova Scotia"
1330989297021972482,"Person",0.3641,"MAC NEIL"
1330986985624842254,"Organization",0.45,"UCP Jobs Minister"
1330982379578527744,"Organization",0.8031,"Alberta Tech"
1330971907680849923,"Place",0.9744,"Alberta"
1330955526968991746,"Place",0.8832,"Montreal"
1330947223513833472,"Person",0.9958,"Esther Kelly"
1330931848076148738,"Place",0.9802,"Alberta"
1330925955527761920,"Place",0.9821,"Vietnam"
1330925955527761920,"Place",0.5982,"Vietnam"
1330918689412149248,"Place",0.8795,"Montreal"
1330894208354439174,"Organization",0.5284,"COVID"
1330894208354439174,"Place",0.8667,"Montreal"
1330887845704323072,"Person",0.9685,"Prof. Cucuzzella"
1330874089762906112,"Person",0.9249,"Mario Toneguzzi"
1330874089762906112,"Person",0.5604,"Jennifer Hunt"
1330874089762906112,"Organization",0.5798,"The Real Estate Investment Network"
1330743016311676929,"Place",0.7845,"Montreal"
1330743016311676929,"Place",0.5938,"MONTREAL"
1330743016311676929,"Place",0.4076,"Town of Mont-Royal"
1330739690178289667,"Place",0.7783,"Montreal"
1330739690178289667,"Place",0.5494,"MONTREAL"
1330739690178289667,"Place",0.5184,"Mont-Royal"
1330717088890044421,"Organization",0.5583,"COVID"
1330717088890044421,"Place",0.8729,"Montreal"
1330717088890044421,"Organization",0.7297,"The Globe and Mail"
1330713291484643328,"Place",0.8551,"Alberta"
1330707700599107585,"Organization",0.7063,"UCP"
1330687024588759040,"Organization",0.624,"Nova Scotia Health Public Health"
1330677282269237249,"Organization",0.5335,"COVID"
1330677282269237249,"Place",0.8691,"Montreal"
1330653970746859522,"Place",0.8571,"Alberta"
1330588245428617222,"Organization",0.9059,"Costco"
1330579768362713088,"Organization",0.8061,"PageWide Tech"
1330579297824690176,"Place",0.9843,"Calgary"
1330579297824690176,"Other",0.9828,"Christmas"
1330569639047417857,"Place",0.4872,"Alberta"
1330569639047417857,"Organization",0.4348,"Covid"
1330564199639097344,"Place",0.9746,"Manitoba"
1330564199639097344,"Place",0.9333,"Alberta"
1330552072903782415,"Place",0.9786,"Nova Scotia"
1330552072903782415,"Place",0.5471,"Halifax"
1330552072903782415,"Place",0.982,"Ottawa"
1330552072903782415,"Place",0.7789,"Ottawa"
1330548620261789697,"Place",0.9946,"Montreal"
1330537344030609417,"Place",0.341,"Alberta"
1330526594922917891,"Place",0.8136,"Alberta"
1330526594922917891,"Organization",0.7713,"NDP"
1330447138258628608,"Person",0.8985,"Kenney"
1330447138258628608,"Other",0.9762,"Christmas"
1330447138258628608,"Person",0.8866,"Kenney"
1330447138258628608,"Person",0.6962,"Kenney"
1330344124126433281,"Organization",0.5376,"UCP"
1330344124126433281,"Place",0.7684,"Alberta"
1330293674211741698,"Place",0.874,"MONTREAL"
1330231434741755909,"Organization",0.4072,"Covid"
1330231434741755909,"Place",0.8889,"Calgary"
1330224545165422595,"Place",0.9969,"Hawaii"
1330224545165422595,"Place",0.7384,"Calgary"
1330224545165422595,"Place",0.6902,"U.S."
1330200307322789891,"Place",0.6409,"Calgary"
1330187490494439424,"Place",0.5916,"Calgary"
1330175697038569478,"Person",0.7267,"Tim Hortons"
1330175697038569478,"Place",0.8282,"Alberta"
1330116245795041283,"Place",0.6195,"Calgary"
1330087088969101317,"Organization",0.1203,"Newfoundland's Quinlan Brothers"
1330019352188481536,"Person",0.7799,"Dr. Roger Hodkinson"
1330019352188481536,"Place",0.9903,"Alberta"
1329991286879825921,"Organization",0.1328,"Newfoundland's Quinlan Brothers"
1332508976622170113,"Place",0.8848,"Melbourne Australia"
1332505517684449281,"Place",0.7613,"Victoria"
1332469050954301441,"Place",0.6078,"Melbourne Airport"
1332469050954301441,"Organization",0.4002,"Victoria"
1332462214482161664,"Place",0.9363,"New York"
1332462214482161664,"Place",0.8513,"Minnesota"
1332454990158327808,"Person",0.9506,"Emma"
1332425575525355521,"Place",0.8926,"Queensland"
1332425575525355521,"Place",0.5212,"NSW"
1332425575525355521,"Place",0.5036,"Victoria"
1332425575525355521,"Place",0.8616,"Queensland"
1332346240248459267,"Place",0.4621,"Prince Edward Island"
1332144863463272450,"Organization",0.6204,"Cape Breton Post"
1332134319020670977,"Place",0.8263,"Victoria"
1332134319020670977,"Place",0.9892,"Australia"
1332131427295617031,"Organization",0.7782,"The Journal Pioneer"
1332097389981790209,"Organization",0.8045,"The Guardian"
1332096918693044225,"Organization",0.4354,"The Telegram"
1332089508204924930,"Person",0.998,"Daniel Andrews"
1332089508204924930,"Person",0.9827,"Anthony Albanese"
1332089508204924930,"Place",0.8427,"Victoria"
1332077722156343296,"Organization",0.784,"The Journal Pioneer"
1332011954945355777,"Organization",0.6774,"Yukon Business Relief Program"
1332011954945355777,"Place",0.6241,"Yukon"
1331905901028990988,"Person",0.8411,"Dan"
1331905901028990988,"Organization",0.3958,"Victorians and Victorian Business"
1331905901028990988,"Person",0.9933,"Dan Andrews"
1331905901028990988,"Place",0.3474,"Victoria"
1331905901028990988,"Person",0.9202,"Soros"
1331905901028990988,"Person",0.8289,"Gates"
1331819066613518342,"Person",0.72,"Bear"
1331819066613518342,"Person",0.9098,"Joey"
1331819066613518342,"Person",0.4189,"Cook Street"
1331760140916178944,"Place",0.9625,"USA"
1331760140916178944,"Place",0.5331,"Covid"
1331721155481255936,"Organization",0.6396,"Build Back Victoria"
1331544749845540864,"Place",0.4191,"NW Victoria"
1331474589076115458,"Organization",0.4533,"Victorian Treasurer Tim Pallas MP"
1331474589076115458,"Organization",0.4678,"State"
1331469693656260609,"Place",0.9924,"Australia"
1331447015385960449,"Place",0.3397,"Victoria"
1331400417566220289,"Place",0.649,"Victoria Falls"
1331307652702478337,"Place",0.4395,"L. Victoria"
1331270873274343426,"Organization",0.4087,"PEI"
1331252864526680064,"Organization",0.5935,"Victoria"
1331158472465862658,"Place",0.6862,"Victoria"
1331158171591720963,"Place",0.8005,"Victoria"
1331138788559638528,"Place",0.8576,"Victoria"
1331138788559638528,"Place",0.6044,"California"
1331138788559638528,"Place",0.9869,"Texas"
1331083372798636032,"Person",0.6266,"Byron Bay"
1331050470782111747,"Organization",0.5609,"Victoria"
1331050470782111747,"Organization",0.7026,"Richmond"
1331050470782111747,"Place",0.4045,"Victoria"
1331032361169989635,"Person",0.8312,"Daniel Andrews"
1330954906992316417,"Place",0.8142,"South Dakota"
1330794094793166849,"Organization",0.3844,"Swedish Covid"
1330794094793166849,"Place",0.983,"Sweden"
1330771683641352192,"Organization",0.6303,"Victorian Chamber"
1330706886602215426,"Person",0.5373,"Daniel Andrews"
1330693546131689476,"Place",0.8907,"Victoria"
1330665056279912452,"Place",0.9965,"Australia"
1330659842265149442,"Place",0.7726,"Victoria-New South Wales"
1330647876238778368,"Other",0.4804,"Lord Mayor"
1330431785692381184,"Person",0.3699,"Brendon Telfer Victoria"
1330431785692381184,"Person",0.9762,"Piers Cunningham"
1330409835729481728,"Person",0.3988,"Mrs Victoria Atkins"
1330407094416183298,"Place",0.7691,"WA"
1330407094416183298,"Place",0.4903,"WA"
1330377261464256512,"Place",0.5349,"Australia"
1330377261464256512,"Person",0.9602,"Gladys Berejiklian"
1330337819022147584,"Place",0.5186,"Victoria"
1330279043418255362,"Person",0.8338,"Victoria"
1330279043418255362,"Person",0.9612,"Joe"
1330088599522603008,"Person",0.5903,"Victoria Griffin"
1330088599522603008,"Place",0.5422,"Cardiff"
1329994392548110341,"Place",0.7505,"Yukon"
1332505903841619974,"Organization",0.2502,"Adamson BBQ"
1332505903841619974,"Place",0.8446,"Toronto Canada"
1332505312369258497,"Place",0.9875,"Ontario"
1332505312369258497,"Organization",0.9548,"Costco"
1332503750989262850,"Organization",0.51,"AP News"
1332503750989262850,"Place",0.815,"Illinois"
1332503507233017856,"Organization",0.6079,"Sobeys"
1332503507233017856,"Place",0.857,"Manitoba"
1332503507233017856,"Place",0.6517,"Toronto"
1332503473464741889,"Place",0.8059,"Toronto"
1332503473464741889,"Place",0.9338,"Toronto"
1332501760242544641,"Place",0.9982,"Canada"
1332501760242544641,"Place",0.9587,"Toronto"
1332498592532209666,"Place",0.9799,"Toronto"
1332497286581149699,"Place",0.8546,"Ontario"
1332494386827988993,"Person",0.9946,"Dan Kelly"
1332494386827988993,"Organization",0.4918,"The President of The Canadian Federation of Independent Business"
1332494386827988993,"Place",0.9957,"Canada"
1332492092992581632,"Person",0.8108,"Singh"
1332492092992581632,"Place",0.999,"Canada"
1332489286978056194,"Place",0.5296,"Mel Lastman Square"
1332483504752324612,"Place",0.9907,"Canada"
1332482051556118531,"Place",0.9975,"Toronto"
1332477784120201217,"Place",0.9977,"Canada"
1332477784120201217,"Person",0.6584,"Covid"
1332471940452405250,"Place",0.9954,"Canada"
1332471940452405250,"Place",0.7247,"US"
1332468284227162112,"Person",0.3018,"Trudeau Regime"
1332468284227162112,"Place",0.9902,"Canada"
1332468284227162112,"Organization",0.8824,"Costco"
1332468284227162112,"Organization",0.5777,"Safeway"
1332467363355254784,"Person",0.9853,"Doug Ford"
1332467363355254784,"Place",0.9275,"Ontario"
1332464319464841217,"Organization",0.5162,"COVID"
1332464319464841217,"Place",0.9423,"Vancouver"
1332462545005907968,"Organization",0.6216,"Air Canada"
1332460746966519808,"Organization",0.6223,"Sobeys"
1332460746966519808,"Place",0.8382,"Manitoba"
1332460746966519808,"Place",0.5994,"Toronto"
1332456458492006402,"Organization",0.6947,"Ontario Small Business"
1332456458492006402,"Organization",0.318,"Covid"
1332452483453607936,"Place",0.6845,"ONTARIO"
1332448717241274370,"Product",0.5202,"GTA"
1332444332717191176,"Organization",0.4042,"Air Canada pilots"
1332444167637766144,"Place",0.7885,"🇨🇦"
1332444167637766144,"Person",0.9821,"Mike"
1332444088503767042,"Organization",0.5041,"Air Canada"
1332443252717461506,"Place",0.999,"Toronto"
1332442817432481793,"Place",0.9597,"Canada"
1332442501077217282,"Place",0.9979,"Canada"
1332439918019219458,"Person",0.7073,"John Tory"
1332439918019219458,"Place",0.6408,"Ontario"
1332439918019219458,"Organization",0.3884,"Covid"
1332439227104161795,"Place",0.998,"Canada"
1332439227104161795,"Place",0.9816,"America"
1332439109588185090,"Place",0.9761,"Toronto"
1332439109588185090,"Place",0.8326,"Brampton"
1332438939689312256,"Organization",0.6273,"Sobeys"
1332438939689312256,"Place",0.8541,"Manitoba"
1332438939689312256,"Place",0.6275,"Toronto"
1332438771996844033,"Place",0.9759,"Vancouver"
1332438771996844033,"Organization",0.8916,"Portland Business Journal"
1332154355299082241,"Place",0.9149,"Ontario"
1332066871756066822,"Place",0.9884,"Australia"
1332066871756066822,"Place",0.983,"Australia"
1332066871756066822,"Person",0.4949,"Prime Minister Scott Morrison"
1332066871756066822,"Place",0.8099,"Canada"
1332066871756066822,"Place",0.9894,"Australia"
1332040196007858177,"Place",0.9735,"Canada"
1331706487383617537,"Organization",0.6904,"BMO"
1331706487383617537,"Place",0.9474,"Canada"
1331706487383617537,"Person",0.9901,"Robert Kavcic"
1331706487383617537,"Organization",0.5247,"BNN Bloomberg"
1331593446021271554,"Person",0.9584,"Eric Smith"
1331593446021271554,"Place",0.9951,"Canada"
1331375037341790209,"Place",0.4562,"Canada"
1331375037341790209,"Place",0.6216,"Covid"
1331357271264202752,"Place",0.9208,"Port of Vancouver"
1331320278148915203,"Place",0.9893,"Canada"
1331319205862526977,"Person",0.9014,"Eric Smith"
1331319205862526977,"Person",0.8701,"Tejas Rao"
1331319205862526977,"Place",0.9938,"Canada"
1331237342846332928,"Place",0.9945,"Canada"
1330938715632324608,"Organization",0.7396,"Michigan Gov"
1330938715632324608,"Organization",0.394,"Whitmer"
1330938715632324608,"Place",0.8234,"Canada"
1330938715632324608,"Place",0.9473,"Ontario"
1330920295578779653,"Person",0.9386,"Prof. Emerita Margaret Slade"
1330920295578779653,"Place",0.9887,"Canada"
1330496336756678656,"Organization",0.6193,"Ontario Chamber of Commerce"
1330496336756678656,"Place",0.3117,"Ontario"
1330330193492373504,"Place",0.9917,"California"
1330330193492373504,"Place",0.9576,"California"
1330330193492373504,"Place",0.9034,"CA"
1330268751728685058,"Place",0.7146,"Canada"
